movie,ratings
16,3.5
19,4.5
70,2.5
104,2.0
110,4.0
236,2.0
253,3.5
296,4.5
318,5.0
337,3.5
527,4.5
553,2.5
593,4.5
594,4.0
778,3.5
832,2.0
858,4.0
919,4.5
968,4.0
1032,3.5
1090,4.0
1093,4.0
1193,4.5
1213,5.0
1219,3.0
1225,4.5
1258,5.0
1259,4.0
1298,3.5
1321,3.5
1339,3.0
1345,3.0
1347,4.0
1380,5.0
1387,4.5
1407,3.0
1517,3.5
1527,3.0
1610,3.5
1674,3.0
1704,3.5
1784,2.5
1923,4.5
1954,4.0
1961,5.0
1968,4.5
1982,3.5
1994,4.0
1997,5.0
2003,4.0
364,4.0
588,4.0
899,5.0
900,4.0
912,4.0
918,4.0
938,5.0
1022,5.0
1028,5.0
1032,4.0
1035,5.0
1081,4.0
1083,4.0
1088,3.0
1210,2.0
1380,4.0
1937,4.0
1943,3.0
1947,5.0
1951,4.0
2078,4.0
2081,4.0
2087,4.0
2096,4.0
2565,4.0
2628,2.0
2746,5.0
2941,5.0
2946,3.0
3061,5.0
3199,4.0
3545,5.0
3549,5.0
3604,5.0
3605,5.0
3675,5.0
3963,5.0
154,3.0
215,4.0
260,4.0
269,4.0
279,4.0
342,3.0
345,4.0
370,5.0
419,2.0
671,3.0
914,4.0
919,4.0
924,2.0
932,3.0
940,4.0
947,4.0
965,3.0
969,4.0
999,4.0
1069,3.0
1185,4.0
1196,4.0
1197,5.0
1198,5.0
1204,3.0
1251,3.0
1262,5.0
1287,3.0
1292,3.0
1300,4.0
1303,5.0
1367,3.0
1390,1.0
1441,4.0
1459,3.0
1569,4.0
1641,5.0
1968,3.0
2077,5.0
2133,3.0
2240,3.0
2302,4.0
2303,5.0
2466,3.0
2581,4.0
2617,3.0
2723,3.0
2829,3.0
2970,5.0
2975,3.0
150,4.0
246,4.5
282,1.5
296,4.0
318,4.0
356,1.0
370,2.5
432,1.5
457,4.0
466,1.5
480,2.0
590,3.0
592,3.0
593,4.5
858,4.5
904,5.0
1094,4.5
1213,4.0
1221,4.5
1252,5.0
1262,4.0
1278,5.0
1288,5.0
1358,4.5
1370,3.0
2012,3.0
2115,4.0
2406,2.0
2599,5.0
2640,4.0
3435,4.5
4226,3.0
5060,5.0
5121,5.0
6125,4.5
6327,5.0
6368,3.5
7587,5.0
7748,4.0
7749,4.0
7943,4.0
8207,4.0
8264,4.5
8949,4.5
8951,5.0
30707,5.0
2,4.0
19,3.0
44,2.5
110,4.0
260,5.0
293,4.0
296,5.0
318,4.5
344,3.0
356,4.5
364,4.0
455,3.5
480,4.0
527,4.0
586,1.5
589,4.5
592,0.5
673,3.0
750,5.0
780,2.5
784,4.0
858,4.5
903,5.0
919,5.0
924,5.0
1080,4.5
1089,4.5
1092,4.0
1097,4.0
1136,5.0
1193,4.0
1196,5.0
1198,4.5
1201,5.0
1206,5.0
1207,4.0
1208,4.5
1210,5.0
1219,5.0
1220,4.0
1221,4.5
1222,5.0
1233,4.0
1240,4.0
1246,5.0
1258,5.0
1270,4.0
1291,4.0
1333,4.0
1377,1.0
19,2.5
47,5.0
50,3.5
110,5.0
266,4.5
318,4.0
432,1.5
508,3.5
529,3.0
553,5.0
589,3.5
