movie,ratings
1,4.0
3,4.0
5,4.0
79,4.0
376,4.0
631,3.0
661,5.0
719,3.0
724,3.0
736,5.0
780,5.0
788,4.0
852,3.0
1,2.5
356,2.5
480,5.0
1270,2.5
4993,5.0
5618,5.0
5952,5.0
7153,5.0
1,3.0
260,4.0
356,5.0
480,4.5
1270,4.0
2571,5.0
4993,5.0
7153,5.0
1,3.0
260,3.5
318,4.5
356,2.5
480,4.5
593,3.5
953,2.5
1270,4.0
2571,5.0
4993,5.0
5952,5.0
7153,5.0
1,5.0
3,4.0
2294,5.0
2355,5.0
3114,5.0
4306,5.0
4886,4.5
5218,5.0
6377,5.0
10,4.0
19,4.0
47,5.0
153,3.0
165,4.0
231,5.0
288,5.0
296,5.0
300,4.0
316,3.0
318,5.0
329,3.0
344,4.0
380,4.0
410,5.0
457,5.0
590,3.0
592,3.0
593,4.0
92,2.0
273,2.0
296,5.0
356,5.0
1028,3.0
1810,5.0
1923,5.0
2160,5.0
2302,5.0
2355,5.0
2396,5.0
2829,2.0
2858,5.0
260,4.0
480,5.0
593,2.0
1196,4.0
1198,3.0
1732,5.0
4896,4.0
4993,5.0
5378,4.0
5952,5.0
7153,5.0
1,3.0
356,3.0
480,5.0
593,3.0
1270,5.0
2571,5.0
4993,5.0
5952,5.0
7153,5.0
8371,5.0
373,5.0
397,5.0
908,5.0
1968,5.0
4123,5.0
4163,2.0
1,4.0
480,3.0
2571,4.0
3751,4.0
4973,4.0
4993,5.0
7153,5.0
47,3.0
318,5.0
2028,3.0
2571,4.0
2762,3.0
3578,5.0
4022,4.0
4993,5.0
5952,5.0
7153,5.0
44191,5.0
175,3.0
358,4.0
507,3.0
1344,3.0
1754,4.0
3262,4.0
5530,4.5
6025,3.5
35836,3.0
38600,3.5
42723,4.0
43921,4.0
44191,4.5
1,5.0
3,5.0
5,5.0
62,4.0
79,4.0
376,4.0
736,5.0
780,5.0
788,5.0
1073,4.0
356,4.0
377,4.0
480,4.0
616,4.0
1381,2.0
1617,3.0
2028,3.0
2432,4.0
2706,3.0
5312,4.0
608,5.0
780,5.0
1584,5.0
1208,4.0
1721,5.0
1917,5.0
1923,5.0
2166,3.0
2279,4.0
1391,4.0
1584,4.0
1653,4.0
1676,3.0
3793,2.0
4963,5.0
5349,4.0
6333,2.0
6539,4.5
8874,4.5
339,5.0
432,4.0
902,4.0
1247,5.0
2950,4.0
110,3.0
356,4.0
373,4.0
928,5.0
2178,3.0
2282,3.0
2363,3.0
2474,4.0
3210,4.0
260,5.0
356,5.0
480,4.0
593,4.5
