movie,ratings
10,3.0
11,4.0
21,3.0
25,3.0
34,5.0
141,3.0
150,5.0
165,4.0
225,4.0
236,3.0
237,3.0
292,3.0
300,4.0
339,5.0
350,4.0
356,3.0
357,3.0
364,5.0
377,4.0
380,4.0
410,3.0
440,5.0
457,4.0
474,4.0
480,4.0
500,3.0
508,3.0
527,5.0
539,4.0
588,3.0
589,4.0
593,5.0
595,5.0
597,4.0
6,5.0
10,3.0
11,4.0
16,4.0
21,3.0
25,5.0
32,4.0
34,5.0
36,5.0
39,3.0
47,4.0
110,4.0
150,4.0
153,3.0
208,3.0
266,5.0
288,4.0
296,4.0
300,4.0
317,3.0
318,5.0
329,4.0
337,4.0
356,4.0
357,4.0
364,5.0
377,3.0
457,4.0
474,4.0
480,3.0
508,4.0
509,4.0
527,5.0
588,3.0
589,4.0
590,5.0
592,3.0
595,4.0
597,3.0
6,4.0
16,4.0
21,4.0
47,4.0
50,5.0
58,5.0
97,5.0
100,3.0
110,4.0
111,5.0
173,2.0
185,3.0
208,3.0
231,1.0
235,5.0
265,4.0
266,3.0
273,4.0
288,3.0
296,5.0
300,3.0
318,4.0
344,3.0
350,3.0
353,5.0
356,5.0
357,4.0
367,4.0
380,4.0
410,4.0
431,4.0
454,3.0
480,3.0
500,3.0
509,4.0
527,5.0
555,4.0
586,3.0
589,4.0
592,3.0
593,5.0
595,4.0
19,3.0
21,4.0
34,4.0
39,3.0
47,3.0
50,5.0
95,3.0
150,4.0
161,3.0
165,3.0
185,3.0
196,3.0
225,4.0
231,1.0
253,5.0
292,4.0
296,3.0
315,3.0
318,5.0
344,4.0
349,5.0
350,3.0
356,5.0
364,4.0
367,4.0
377,4.0
380,3.0
434,4.0
440,4.0
454,3.0
457,5.0
480,3.0
500,5.0
539,3.0
553,5.0
586,4.0
587,5.0
588,5.0
589,5.0
592,3.0
593,5.0
595,5.0
597,5.0
2,3.0
6,5.0
10,3.0
34,4.0
39,3.0
47,5.0
50,5.0
81,3.0
95,3.0
141,3.0
150,4.0
153,3.0
161,4.0
163,4.0
165,3.0
208,3.0
211,4.0
223,4.0
227,3.0
231,4.0
235,4.0
237,3.0
253,3.0
260,5.0
288,3.0
290,4.0
293,5.0
296,5.0
315,3.0
316,3.0
318,5.0
319,4.0
337,4.0
344,3.0
349,3.0
350,3.0
353,4.0
356,4.0
357,5.0
362,4.0
367,3.0
370,4.0
373,5.0
376,3.0
377,5.0
380,3.0
410,3.0
417,4.0
427,3.0
431,4.0
2,3.0
10,4.0
11,4.0
19,3.0
21,4.0
32,4.0
34,5.0
39,4.0
47,4.0
50,5.0
110,5.0
150,4.0
153,3.0
161,4.0
165,3.0
225,4.0
