movie,ratings
902,4.0
1388,3.0
1643,4.0
1997,1.0
2561,3.0
3524,2.0
296,4.0
2858,4.5
3949,4.0
8644,4.0
986,1.0
1438,3.0
1468,5.0
1479,4.0
1483,1.0
1485,3.0
1488,2.0
1589,4.0
1591,3.0
1598,2.0
1625,5.0
783,4.0
104,5.0
260,3.0
858,4.0
39,4.0
765,3.0
2335,4.0
2791,5.0
27067,5.0
7361,5.0
648,4.0
780,4.0
2571,4.5
3000,4.5
5418,4.0
8665,4.0
22,5.0
48,0.5
158,1.0
168,3.0
186,2.0
543,1.0
552,3.5
1266,4.5
1376,3.0
1396,2.5
1485,5.0
1639,1.5
2353,1.0
2699,2.5
3147,3.5
2883,4.0
1262,5.0
1279,3.0
1968,3.0
2174,4.0
3684,3.0
1198,3.0
1213,4.0
1921,5.0
3101,3.0
3549,2.0
1246,5.0
5,1.0
48,1.5
552,3.0
596,3.0
783,2.0
1022,2.5
1282,5.0
1588,4.5
1876,1.0
2006,1.0
2078,3.0
2080,2.0
2150,3.0
2167,1.0
2193,3.0
2657,3.0
2709,5.0
3421,1.0
4016,5.0
6539,5.0
1917,5.0
902,3.0
1355,1.0
1441,2.0
2067,5.0
3682,4.0
153,1.0
648,1.0
920,3.0
1079,5.0
1221,5.0
1270,3.0
1982,1.0
1986,1.0
2628,1.0
3505,5.0
3552,5.0
3755,1.0
262,3.5
374,3.5
1688,4.0
4367,2.5
7361,4.0
110,1.0
260,4.0
262,5.0
902,5.0
1580,3.0
3270,3.0
3569,4.0
4361,4.0
4575,3.0
4705,2.0
231,5.0
260,5.0
908,4.0
1460,3.0
1621,1.0
1968,3.0
2016,3.0
2300,3.0
3107,3.0
3660,1.0
4011,2.0
7,5.0
780,5.0
105,2.0
1777,4.0
2001,3.0
2150,4.0
3755,3.0
1,3.0
3,4.0
5,3.0
7,4.0
14,3.0
17,4.0
25,4.0
36,3.0
141,3.0
494,4.0
648,3.0
780,3.0
783,4.0
805,3.0
1073,3.0
661,3.5
2160,4.0
2908,4.5
362,3.0
2722,3.5
971,3.0
1200,4.0
1702,2.0
2010,3.0
2866,3.0
3101,2.0
3102,2.0
858,2.0
1097,4.0
1242,4.0
1961,4.0
2729,3.0
593,3.0
2340,2.0
3108,4.0
3638,2.0
2722,4.0
5319,4.0
1091,3.5
2746,4.0
356,5.0
480,1.0
860,3.0
1099,2.0
1961,5.0
296,5.0
381,4.0
1193,4.0
1416,4.0
1608,4.0
2750,5.0
3179,5.0
65,1.0
585,2.0
592,4.0
1221,5.0
1378,2.0
2334,2.0
3146,3.0
413,5.0
765,3.0
1499,5.0
1620,3.0
2455,0.5
3273,4.0
838,2.0
1688,5.0
2485,2.5
2950,3.0
362,0.5
1717,5.0
1957,5.0
110,3.0
296,4.0
838,4.0
1097,4.0
1580,2.0
1721,4.0
3967,2.0
4876,5.0
4890,3.0
5010,2.0
527,1.0
780,3.0
1193,4.0
3697,3.0
3827,3.5
7361,4.0
1416,5.0
28,5.0
300,2.0
383,2.0
480,2.0
1968,3.0
3214,4.0
3494,2.0
1,0.5
356,5.0
480,0.5
593,0.5
1270,1.0
2571,3.0
1100,4.0
1250,4.0
1270,1.0
1645,4.0
2217,4.0
2414,3.0
2778,3.0
3287,2.0
3319,2.0
3731,3.0
70,2.0
104,3.0
1193,4.0
2628,3.0
2791,4.0
3028,4.0
4386,3.0
25,5.0
58,4.0
141,3.0
648,3.0
708,3.0
