movie,ratings
454,3.0
480,4.0
1019,4.0
2028,5.0
2524,3.0
248,3.0
356,5.0
858,3.0
1210,1.0
1393,5.0
1608,3.0
2447,3.0
2628,1.0
3578,5.0
3972,3.0
4023,4.0
4728,4.0
4823,5.0
4845,4.0
4975,5.0
4992,5.0
5014,5.0
5015,5.0
5103,5.0
1727,5.0
2028,5.0
356,5.0
2028,5.0
2858,5.0
2959,3.0
16,3.0
22,4.0
163,4.0
172,2.5
315,2.5
653,3.5
904,4.0
908,4.5
1080,4.0
1090,3.0
1732,4.0
1917,4.0
1923,4.5
2355,2.5
2699,4.0
2959,4.0
3996,4.5
4306,4.0
4993,4.5
1321,1.0
1722,5.0
2058,4.0
2336,5.0
2366,3.0
2641,1.5
2947,3.5
150,4.0
318,4.0
356,4.0
1197,4.0
1265,3.0
1704,5.0
2858,4.0
2959,3.5
4963,4.0
6711,2.5
8665,4.0
8961,4.0
32587,4.0
34405,4.5
40629,4.5
40819,3.5
44195,4.0
318,4.0
608,3.0
1704,4.5
1721,3.0
2028,5.0
2324,3.0
4022,4.0
4995,3.5
5010,4.5
5420,3.0
5995,3.5
6711,2.5
7318,3.5
44555,4.0
318,5.0
1704,4.0
2028,5.0
2324,5.0
293,5.0
318,4.5
356,5.0
858,4.5
2324,4.5
2542,5.0
2571,3.0
3147,4.5
4011,5.0
4973,5.0
5995,4.5
6874,2.0
356,4.5
2028,5.0
2571,4.0
3147,4.0
14,3.0
145,5.0
225,3.0
647,4.5
2058,5.0
2231,4.5
2420,5.0
2722,3.0
2763,4.0
3101,4.0
3916,5.0
296,4.0
1089,5.0
1213,4.5
1732,5.0
2329,3.5
2571,5.0
7153,2.5
32587,4.5
44191,4.5
326,4.0
508,3.5
858,3.5
916,5.0
2028,5.0
4993,4.0
4995,5.0
7090,5.0
7669,5.0
296,5.0
356,5.0
2324,5.0
2571,5.0
2959,5.0
4823,5.0
4973,5.0
356,5.0
480,5.0
1196,4.0
1210,3.0
1721,5.0
2369,4.0
2520,3.0
