movie,ratings
1,3.5
10,5.0
45,4.5
110,5.0
153,3.5
165,4.5
169,3.0
260,4.0
290,4.5
296,3.5
318,5.0
324,4.5
342,4.5
345,4.0
349,4.5
350,4.5
356,4.0
357,5.0
362,4.0
364,4.0
367,4.5
368,4.0
380,4.5
454,4.5
457,4.5
474,4.5
475,4.0
480,3.5
500,4.5
509,3.5
522,4.0
539,4.5
586,3.5
587,5.0
588,3.0
589,4.5
590,5.0
592,3.5
593,4.5
597,4.5
613,4.0
648,5.0
733,5.0
778,5.0
780,4.5
910,1.5
1036,4.5
1079,3.5
1092,4.5
1101,4.0
1,4.0
47,4.0
150,4.0
260,5.0
293,5.0
296,5.0
318,5.0
457,4.0
527,5.0
589,4.0
593,4.0
608,4.0
778,5.0
858,4.0
1036,5.0
1089,5.0
1136,5.0
1193,4.0
1196,5.0
1198,4.0
1204,3.0
1210,5.0
1221,4.0
1246,5.0
1270,5.0
1291,5.0
1527,4.0
1580,3.0
1704,4.0
1721,3.0
2028,4.0
2329,5.0
2542,4.0
2571,5.0
2617,3.0
2628,3.0
2692,4.0
2762,4.0
2858,4.0
2959,5.0
3147,4.0
3578,4.0
3949,5.0
4011,5.0
4014,4.0
4226,4.0
4308,4.0
4370,3.0
4878,4.0
4973,5.0
58,3.5
112,3.0
266,4.0
457,4.0
527,5.0
541,4.0
653,3.0
1136,5.0
1193,3.5
1196,5.0
1197,5.0
1198,4.5
1218,5.0
1220,5.0
1225,5.0
1240,4.5
1246,4.0
1307,3.0
1374,3.0
1387,3.0
1610,3.5
1674,4.5
1704,4.0
1784,4.5
1923,3.0
1961,3.5
2078,4.5
2336,3.5
2571,5.0
2692,5.0
2712,1.0
2797,2.5
2858,3.5
2997,4.5
3175,4.5
3265,4.5
3578,5.0
3751,3.0
3915,4.5
3996,4.0
4034,4.0
4306,3.0
4326,4.5
4973,4.0
4993,4.0
4995,3.5
5418,5.0
5650,4.5
5989,3.5
5995,3.5
750,4.5
898,3.5
904,4.0
908,4.0
912,3.5
922,5.0
923,5.0
924,4.5
926,5.0
965,4.0
1077,4.0
1103,4.5
1206,3.5
1211,4.5
1212,5.0
1230,5.0
1244,4.0
1252,4.0
1254,4.0
1256,3.5
1260,5.0
1288,4.5
1292,3.5
1345,4.0
1348,5.0
1449,4.5
1945,4.5
1965,3.0
2064,4.5
2243,3.5
2300,4.0
2359,3.5
2427,4.0
2739,2.0
3022,5.0
3038,4.0
3089,5.0
3307,5.0
3310,5.0
3362,3.5
3365,3.5
3450,3.5
3462,5.0
3468,4.0
3504,3.5
3627,5.0
3629,5.0
3741,4.5
3814,3.0
3925,5.0
1,4.0
6,4.0
16,5.0
22,4.0
32,4.0
34,4.0
47,5.0
50,5.0
70,3.0
79,3.0
110,5.0
111,5.0
151,4.0
161,5.0
162,5.0
164,4.0
165,4.0
185,2.0
230,5.0
246,5.0
260,4.0
280,4.0
288,4.0
293,5.0
296,5.0
318,5.0
349,4.0
353,1.0
356,4.0
373,5.0
376,3.0
377,3.0
388,4.0
457,5.0
466,2.0
474,4.0
490,4.0
527,5.0
529,4.0
541,5.0
543,4.0
556,5.0
593,5.0
608,5.0
733,4.0
778,4.0
780,1.0
832,4.0
858,5.0
904,4.0
32,5.0
47,5.0
50,5.0
110,5.0
111,5.0
260,5.0
296,5.0
318,5.0
349,4.0
441,5.0
457,5.0
474,4.0
480,4.0
527,4.0
547,4.0
589,4.0
590,5.0
592,4.0
593,5.0
608,4.0
733,4.0
778,5.0
832,3.0
858,5.0
1036,5.0
1049,4.0
1073,5.0
1089,5.0
1136,5.0
1196,5.0
1197,5.0
1198,5.0
1200,4.0
1206,4.0
1210,4.0
1214,4.0
1219,5.0
1222,5.0
1240,5.0
1247,5.0
1249,4.0
1258,5.0
1259,5.0
1265,5.0
1270,5.0
1275,5.0
1291,5.0
1307,4.0
1358,5.0
1374,5.0
1,4.5
293,4.0
296,4.5
364,4.0
541,4.5
588,5.0
589,4.0
595,4.0
778,4.0
1136,4.0
1198,3.5
1213,4.0
1270,4.0
1580,4.0
1682,4.0
2011,4.0
2571,5.0
2712,4.5
2959,5.0
4011,3.5
4226,4.5
4262,4.5
4878,4.5
4886,4.0
4993,4.0
5444,4.0
5618,4.5
5952,3.0
6365,4.5
6708,4.0
6874,5.0
6934,3.5
7153,3.5
7438,5.0
8644,4.0
8961,5.0
27660,4.0
36529,5.0
44191,4.5
44555,4.5
44665,5.0
1,4.0
32,3.5
260,4.5
293,4.5
296,4.5
318,5.0
364,4.5
457,4.0
480,4.0
527,5.0
541,4.5
589,4.0
593,4.5
733,4.0
750,4.0
858,5.0
912,4.0
1035,4.0
1090,4.0
1097,3.5
1172,5.0
1196,4.5
1198,4.0
1203,4.5
1208,4.0
1210,4.5
1213,4.5
1221,5.0
1222,4.0
1247,4.0
1270,5.0
1387,3.5
1527,3.5
2028,4.0
2355,3.5
2403,4.0
2571,5.0
3114,3.5
3147,4.0
3578,4.0
3751,3.5
3788,4.0
3996,3.5
5418,4.0
6874,4.0
7090,3.5
8665,4.0
33794,4.0
44191,4.0
11,4.0
16,4.0
21,3.0
50,5.0
57,4.0
62,3.5
101,4.5
111,5.0
125,4.5
144,2.0
162,4.5
215,5.0
235,4.0
253,3.0
260,3.0
296,4.0
300,3.5
337,3.0
348,4.0
349,4.0
356,4.0
357,4.5
377,4.0
380,4.0
448,5.0
538,5.0
581,4.5
587,2.5
589,2.0
592,3.0
593,4.5
594,5.0
599,5.0
608,5.0
720,5.0
784,3.5
785,5.0
852,2.0
858,5.0
866,4.0
903,5.0
904,5.0
906,5.0
909,4.5
923,5.0
924,5.0
953,5.0
973,5.0
994,3.5
1077,4.5
50,5.0
123,3.0
162,4.0
211,4.0
260,5.0
296,5.0
306,5.0
493,4.0
527,5.0
537,3.0
549,5.0
590,4.0
593,4.0
594,5.0
608,3.0
720,5.0
745,5.0
858,5.0
902,5.0
905,5.0
908,5.0
910,5.0
919,5.0
923,5.0
953,4.0
969,5.0
1066,4.0
1077,4.0
1089,3.0
1104,5.0
1136,5.0
1148,5.0
1193,5.0
1196,3.0
1197,4.0
1198,4.0
1203,5.0
1213,5.0
1223,5.0
1244,5.0
1247,5.0
1256,4.0
1259,3.0
1264,3.0
1265,3.0
1276,4.0
1282,5.0
1287,5.0
1288,5.0
1299,5.0
3,4.5
281,3.5
364,4.0
368,1.5
508,5.0
527,5.0
590,1.0
708,4.0
786,1.0
832,4.0
899,5.0
900,5.0
904,4.5
905,4.0
909,5.0
910,4.5
912,5.0
919,5.0
923,5.0
926,5.0
928,5.0
943,3.5
951,4.0
953,5.0
955,4.0
969,5.0
1035,5.0
1096,5.0
1097,5.0
1124,5.0
1172,4.5
1203,4.0
1207,4.0
1219,4.5
1220,3.5
1230,4.0
1231,4.0
1246,5.0
1250,4.0
1258,3.5
1271,5.0
1293,4.0
1299,3.5
1302,4.5
1304,4.0
1307,5.0
1357,4.0
1517,3.0
1527,1.5
1674,4.0
6,4.0
21,4.0
22,3.0
34,5.0
36,5.0
39,4.0
48,2.0
99,4.0
110,4.0
111,4.0
144,4.0
150,5.0
165,3.0
235,3.0
246,5.0
252,4.0
253,2.0
259,3.0
260,4.0
267,2.0
272,4.0
279,4.0
293,3.0
296,4.0
306,5.0
316,4.0
344,4.0
356,5.0
368,3.0
377,5.0
425,4.0
431,4.0
446,5.0
457,5.0
474,4.0
480,4.0
527,5.0
535,4.0
541,4.0
589,5.0
592,5.0
593,5.0
594,4.0
596,5.0
608,5.0
733,4.0
748,4.0
750,5.0
786,4.0
832,4.0
1,4.5
2,4.0
3,5.0
5,5.0
7,4.5
11,4.0
34,4.0
39,3.5
48,3.5
60,4.0
62,5.0
73,4.0
104,5.0
150,4.5
185,4.0
208,3.5
216,3.5
231,4.5
277,4.5
317,5.0
318,5.0
333,4.5
339,4.0
344,3.5
356,4.5
364,4.5
377,4.5
440,4.0
455,3.5
457,4.0
480,4.0
500,5.0
524,5.0
527,5.0
539,4.5
585,3.0
586,5.0
588,5.0
594,4.5
595,5.0
597,4.0
631,3.0
637,4.5
661,4.0
719,4.0
736,4.0
783,4.0
788,4.5
852,4.5
899,5.0
3,2.5
6,4.0
7,0.5
16,4.5
32,5.0
47,5.0
50,5.0
111,5.0
223,5.0
235,3.5
293,4.0
296,5.0
318,3.5
319,4.5
420,1.5
497,2.5
541,5.0
553,3.0
555,4.5
593,5.0
608,4.5
653,1.0
720,3.5
745,3.5
778,5.0
858,5.0
920,1.0
1060,5.0
1080,4.5
1089,5.0
1090,4.5
1135,2.0
1193,5.0
1199,5.0
1200,4.0
1201,4.0
1208,5.0
1209,4.0
1213,4.5
1214,5.0
1221,5.0
1222,4.5
1228,5.0
1258,4.5
1263,5.0
1304,4.0
1374,4.0
1407,1.0
1466,5.0
1617,5.0
16,2.5
32,3.5
168,3.0
260,3.5
435,3.0
480,3.5
589,5.0
920,3.0
1080,1.0
1097,5.0
1127,3.5
1129,3.5
1196,5.0
1200,5.0
1210,5.0
1214,5.0
1240,5.0
1246,2.0
1247,2.0
1258,2.0
1270,3.5
1356,5.0
1358,5.0
1370,3.0
1374,5.0
1394,4.0
1517,3.0
1527,3.5
1580,5.0
1584,3.5
1653,3.0
2455,3.0
2571,5.0
2640,5.0
2662,3.5
2683,3.0
2791,5.0
2797,3.0
3033,5.0
3175,4.0
3471,4.0
3527,5.0
3702,5.0
3703,5.0
3793,5.0
5349,3.5
5378,5.0
5445,3.5
5502,4.0
5544,3.5
1,4.5
2,3.5
3,3.5
6,5.0
11,3.0
16,5.0
19,3.5
