movie,ratings
20,2.0
175,4.0
267,4.0
519,3.0
1589,0.5
2004,3.5
2085,5.0
2231,5.0
2253,2.0
2335,2.0
2722,3.0
3267,4.0
3744,5.0
3745,3.0
4084,4.0
22,3.5
105,1.0
1084,4.5
1092,3.0
1250,4.5
1276,4.0
1285,3.5
1625,4.0
1674,3.5
1747,2.5
2001,1.5
2100,3.5
2321,1.0
3418,3.0
4034,4.0
5445,4.0
73,3.0
393,3.5
519,2.5
1835,3.5
1892,5.0
1894,3.0
2269,5.0
3980,4.0
3997,3.5
6003,4.0
27821,4.0
43679,3.0
2959,5.0
3751,0.5
3793,3.0
4016,3.0
4226,5.0
4886,3.5
4963,3.0
4993,4.0
5349,2.5
5378,2.0
5952,4.0
6333,2.5
6377,3.5
6378,3.5
6539,3.0
7153,4.5
8464,2.5
8636,2.0
8961,2.5
33794,4.0
41566,4.0
111,4.0
785,5.0
2517,3.0
2664,5.0
2941,4.0
3836,4.0
47,4.5
50,4.5
318,5.0
455,2.5
552,2.5
673,3.0
785,4.0
1061,3.5
3147,4.0
3617,4.5
4226,5.0
4254,3.0
4776,4.0
4993,5.0
5952,5.0
6870,4.0
7153,5.0
42734,3.5
216,3.0
318,5.0
356,5.0
673,3.5
726,4.0
858,4.5
1193,5.0
2959,4.5
3178,4.0
3271,2.5
3552,3.5
3755,3.5
3791,4.5
3861,3.0
7263,5.0
8969,3.5
293,4.5
608,3.5
1527,5.0
2571,2.5
2959,5.0
3994,2.0
4993,4.0
5618,3.5
5786,4.0
5952,4.0
6377,0.5
6754,3.0
7153,4.0
7321,4.5
8914,3.5
8950,3.0
193,5.0
531,3.5
1091,3.5
1409,3.5
1416,3.0
1587,3.5
2145,3.5
2160,3.5
2739,4.5
3148,3.0
3174,3.5
3210,3.0
3247,3.0
3252,3.5
3608,3.5
1584,5.0
1586,4.0
1597,5.0
1603,2.0
1645,5.0
58,3.5
266,3.5
497,5.0
594,3.5
653,3.5
832,3.5
923,4.0
1080,0.5
1208,3.5
1304,4.0
1584,4.0
2012,3.5
2987,3.0
3114,4.5
4306,4.5
110,5.0
175,5.0
223,4.0
742,3.0
1198,3.0
1221,3.0
1394,2.0
3256,3.0
5881,2.0
50,4.5
318,3.0
475,4.0
783,2.5
858,5.0
902,4.5
912,4.5
1221,4.5
1909,0.5
1962,3.0
2023,4.0
2273,4.0
2294,3.0
2424,3.5
2657,3.5
2671,4.0
2701,0.5
3448,4.5
3702,3.5
5991,4.0
44555,4.5
274,3.0
318,4.5
858,4.5
1203,4.0
1213,4.0
1515,4.0
2402,4.0
2412,4.0
2422,3.5
2571,5.0
2713,2.5
2959,4.5
3273,3.5
3646,2.0
3968,4.0
5135,3.0
6863,4.0
8665,4.0
2294,4.0
2338,1.0
2340,4.0
2355,5.0
2384,4.0
2386,1.0
2393,5.0
2396,3.0
2424,5.0
2431,5.0
2432,5.0
163,3.5
1208,4.5
1370,4.0
1407,3.5
1584,4.0
1610,4.0
1653,4.0
1917,1.0
1923,3.0
2115,4.0
2174,4.0
2959,4.5
3793,3.0
4306,4.0
4993,4.0
6119,4.5
25,4.0
111,3.0
260,3.0
318,4.0
457,3.0
534,3.0
593,3.0
781,3.0
788,3.0
1357,4.0
1405,3.0
296,4.5
318,4.0
1259,4.0
2959,4.5
3147,3.5
4306,4.0
4993,5.0
5952,5.0
6874,3.5
7153,5.0
2959,4.5
4226,4.5
4306,2.5
4886,4.0
4973,4.5
6377,4.0
7090,4.0
7153,4.0
8961,4.0
38046,3.5
477,5.0
673,3.5
783,4.5
911,5.0
986,4.0
1013,3.5
1235,1.5
1693,4.0
1994,3.5
2052,4.5
3033,4.0
3549,3.5
356,4.0
480,3.0
585,2.0
608,2.0
708,2.0
1097,3.0
1380,5.0
1917,4.0
1968,3.0
2059,4.0
2506,3.0
2606,3.0
2706,4.0
3450,3.0
3617,3.0
4018,4.0
4623,3.0
4639,4.0
379,2.5
2402,3.0
2471,3.5
2717,2.0
3104,4.5
3301,4.0
3697,3.5
3869,3.5
4084,3.0
4121,3.5
4638,3.5
5225,3.0
5620,3.5
6934,4.5
34048,2.5
222,4.0
1103,3.5
1186,2.0
1235,4.5
2018,5.0
2021,1.0
2393,4.5
2688,3.5
2724,1.5
2788,4.0
2915,3.5
3072,5.0
3148,4.5
4018,3.5
8622,5.0
531,3.0
1096,4.5
1185,4.0
1515,0.5
1644,0.5
1960,4.0
2313,5.0
2338,0.5
2908,4.0
3083,4.5
3263,4.5
3264,1.5
3271,5.0
3534,3.0
4148,3.0
6874,4.0
70,5.0
168,4.5
435,3.0
552,3.0
832,4.0
1485,3.5
1552,4.0
1625,3.0
2012,3.5
2115,5.0
2640,3.5
2700,4.5
3052,4.5
3753,5.0
3897,2.5
5952,5.0
1,5.0
10,5.0
47,5.0
150,5.0
153,3.0
161,3.0
165,3.0
231,5.0
296,5.0
316,3.0
318,5.0
329,5.0
339,1.0
380,3.0
434,1.0
590,3.0
592,2.0
595,2.0
50,4.5
296,4.5
318,5.0
593,4.0
858,3.5
1193,3.5
1200,4.0
1214,4.5
1241,2.5
1258,4.0
1994,4.0
2160,4.0
2288,3.5
2329,3.5
2338,1.0
2384,0.5
2459,1.5
2513,3.5
2762,3.5
2858,3.5
2959,4.5
4105,3.0
4974,1.0
4993,4.0
6290,3.0
6379,1.0
6502,4.0
6909,1.5
7022,3.0
7153,5.0
8373,0.5
8874,4.0
34323,2.5
42723,1.5
44204,1.5
750,4.0
923,4.5
1090,4.0
1208,5.0
1219,3.0
1220,4.0
1258,5.0
1304,4.0
1374,3.0
1485,2.0
1517,1.0
1704,4.5
1921,5.0
2700,3.0
2710,4.0
3114,3.0
4306,2.0
5060,4.0
5772,4.0
13,2.0
296,4.5
318,3.0
333,1.0
741,5.0
1005,0.5
1228,0.5
1405,0.5
2431,3.5
2713,0.5
3000,4.5
3421,0.5
3671,2.0
3821,0.5
4030,3.5
4226,4.0
4308,3.5
5618,4.5
6502,5.0
6874,4.0
7361,4.0
7387,4.0
7438,4.0
27592,4.5
27722,4.5
27773,5.0
31658,4.5
42632,4.5
44191,4.0
260,5.0
2571,3.5
2959,5.0
3751,4.0
4027,4.5
4226,4.0
4306,3.5
4878,4.0
4886,4.0
4963,4.0
4993,2.5
5349,3.0
6373,2.0
6502,3.5
6539,3.5
6863,3.5
7153,2.5
8636,3.0
8665,4.0
8874,4.0
33794,4.0
50,4.0
318,4.5
4226,3.5
4993,4.0
5618,4.5
5952,3.5
7153,4.0
54,3.0
719,3.0
1097,3.0
1135,1.0
1196,3.0
1210,3.0
1220,4.0
1240,5.0
1376,2.0
1663,5.0
2404,4.0
3703,3.0
3804,2.0
3863,5.0
1721,5.0
1752,4.0
2428,4.0
3744,3.0
4034,4.0
4054,4.0
4270,4.0
4306,4.0
4310,4.0
1197,4.0
1219,4.0
1246,4.5
1566,4.0
1682,3.5
1921,4.0
2134,3.5
2291,4.0
2324,3.5
4027,3.5
4878,4.0
5171,3.5
5618,4.0
7361,5.0
7579,3.5
8784,4.0
36527,3.5
318,5.0
356,3.5
1197,5.0
1198,4.0
2571,3.5
3147,4.0
4993,5.0
7153,5.0
7438,5.0
8961,3.5
44191,5.0
1271,5.0
1357,5.0
2058,3.0
3006,4.5
517,3.0
543,4.0
2084,2.0
2710,2.0
2729,4.0
2815,3.0
2858,5.0
2890,4.0
2959,5.0
3081,4.0
60,4.0
69,1.0
107,3.0
175,4.5
837,5.0
915,2.5
1031,4.0
2053,2.5
2083,3.5
2394,3.0
2485,3.5
2926,3.5
3271,2.0
3798,3.0
3988,3.0
260,4.5
296,5.0
318,4.0
426,4.0
858,4.5
1193,5.0
1197,4.0
1201,4.0
2571,3.5
2858,5.0
3175,4.5
1704,4.5
2959,4.0
7153,4.5
86,4.0
356,5.0
1339,4.0
1968,4.0
3868,3.0
47,4.0
163,4.0
260,3.0
1197,4.0
1721,4.0
345,3.0
381,3.0
405,4.0
519,5.0
849,2.0
1275,4.0
1408,5.0
1587,5.0
1591,3.0
1645,5.0
1792,4.5
2616,1.0
3113,4.5
3155,5.0
3702,5.0
4718,4.0
1,3.5
260,3.0
356,3.5
5618,4.5
6539,4.0
7153,3.0
8368,3.5
8961,4.5
33794,3.0
40815,4.0
539,3.5
3623,3.5
5618,5.0
5816,4.0
6942,3.5
8533,2.0
36525,3.5
199,3.5
519,2.5
720,4.0
913,5.0
1278,4.0
1967,4.0
2136,2.5
2664,3.0
2772,4.0
2968,4.0
3264,3.5
4993,5.0
5952,5.0
6663,3.0
7153,5.0
37731,4.5
11,4.0
46,5.0
356,4.0
1183,4.0
1357,5.0
1721,4.0
2291,2.0
2297,3.0
2355,4.0
2384,4.0
2313,4.5
3910,4.5
4776,4.5
4816,4.0
5618,4.0
8528,4.0
8959,4.5
30810,4.0
45003,4.5
256,3.5
1357,5.0
6,5.0
26,3.0
36,3.0
47,3.0
58,4.0
111,5.0
175,4.0
193,1.0
214,5.0
288,3.0
296,4.0
306,5.0
307,4.0
318,3.0
353,3.0
364,3.0
434,1.0
454,3.0
468,3.0
469,3.0
588,3.0
592,3.0
593,4.0
161,4.0
300,4.0
357,5.0
539,5.0
1961,5.0
2359,5.0
2671,5.0
3244,5.0
3948,4.0
4054,4.0
4523,5.0
3,4.0
16,4.5
494,3.5
784,4.0
908,3.5
920,4.0
923,5.0
1252,4.5
1258,4.5
1304,4.0
2194,3.5
2406,3.5
2640,3.5
2797,5.0
3147,5.0
4034,4.0
5445,5.0
381,3.0
765,4.0
839,3.0
1103,5.0
1388,3.0
1587,3.0
1982,3.0
2004,1.0
2398,5.0
2739,5.0
2857,1.0
2991,4.0
3034,3.0
3178,1.0
4008,3.0
318,0.5
597,4.0
858,0.5
1641,4.0
2671,5.0
4014,4.0
4018,4.0
4896,3.5
6218,3.0
6377,4.0
6539,3.5
6942,5.0
8368,3.0
8961,4.0
40815,3.0
296,4.5
880,4.5
1019,4.0
1129,4.0
1188,5.0
1321,5.0
1479,4.5
1527,4.5
1831,3.5
2140,3.5
2313,5.0
2427,5.0
2641,1.5
3252,4.0
3386,3.5
4023,3.5
1281,5.0
2354,3.0
2409,4.0
2411,4.0
3879,4.0
3945,3.0
3980,5.0
4719,3.0
6250,3.5
33158,3.0
356,3.5
1704,5.0
2671,5.0
2762,4.0
8533,4.0
8784,5.0
30707,3.0
30822,3.0
40815,5.0
16,4.5
145,5.0
163,4.5
420,4.5
485,4.0
520,4.0
1080,1.0
1219,3.5
1320,5.0
1374,3.5
2640,3.5
2985,4.5
3081,4.5
3623,4.0
4034,4.0
107,4.5
157,4.5
239,5.0
783,4.0
1021,3.0
1125,4.5
1282,4.5
1873,4.0
1974,0.5
2082,2.5
2114,3.0
3157,3.0
5459,4.0
6874,0.5
8360,4.5
45221,1.0
260,3.0
318,5.0
356,5.0
1704,5.0
4232,1.5
4995,5.0
5995,4.5
8361,4.0
1267,4.5
1357,5.0
3421,5.0
247,3.5
261,3.5
296,4.5
318,4.0
613,3.0
720,4.5
765,2.0
858,4.5
1213,4.5
1644,2.0
1680,3.5
2076,3.0
2080,3.0
2565,2.0
2707,3.5
2763,4.0
3821,1.5
4069,2.5
4246,5.0
5308,3.0
6942,4.5
8969,4.0
30707,5.0
40819,5.0
1091,3.0
1188,3.5
1271,4.0
2193,3.0
2301,4.0
2369,3.5
2423,3.5
2469,3.5
2915,5.0
2968,3.5
3173,4.0
3360,4.5
3450,4.5
3827,3.5
4002,2.5
4361,4.0
4623,3.5
296,5.0
502,1.5
1029,2.5
1104,4.0
1213,5.0
1284,4.0
2025,4.5
2092,4.5
2633,4.0
3301,3.5
3404,5.0
4018,3.5
4102,4.0
5577,5.0
5991,4.5
318,5.0
356,4.0
3147,4.0
4896,4.5
4993,5.0
5816,4.5
5952,4.5
7153,5.0
8368,4.0
40815,4.0
293,5.0
318,5.0
1036,5.0
1240,5.0
2571,4.5
2959,5.0
6016,2.0
8874,5.0
1499,2.0
3793,4.0
4262,5.0
5103,4.0
5378,1.0
5952,3.0
6040,3.0
6377,5.0
6383,5.0
6874,3.0
7153,2.0
31696,4.0
33646,4.5
33794,4.5
40339,4.0
260,3.5
1196,3.5
1210,3.5
4896,4.0
4993,5.0
5418,5.0
5574,4.0
5952,5.0
6539,4.0
7143,5.0
7153,5.0
8368,5.0
8665,5.0
8874,4.0
40815,5.0
260,4.0
296,4.5
318,4.0
1704,5.0
2959,4.5
4993,3.0
7153,5.0
7438,4.5
1619,4.5
4161,2.5
4446,5.0
5066,5.0
6539,4.5
6874,4.5
7438,4.5
8019,2.0
8361,4.0
8371,4.5
8533,4.0
27837,4.5
27839,2.0
34319,5.0
37830,5.0
42738,3.0
481,2.0
541,3.0
1039,5.0
1197,5.0
2114,3.0
356,4.0
480,2.0
1100,4.0
1193,5.0
1208,5.0
1210,2.0
1721,3.0
1961,3.0
3506,5.0
4673,3.0
673,3.5
968,4.5
1129,4.5
1321,3.0
2294,3.0
2722,3.0
2746,4.0
318,4.0
2355,4.0
2571,4.0
4226,4.0
4638,3.0
4886,4.0
4993,3.5
5218,5.0
5349,4.0
5618,5.0
5989,4.0
6377,4.0
8961,4.0
30749,4.0
34162,3.5
303,4.0
519,3.0
839,3.0
1344,3.0
1441,5.0
1620,4.0
1678,3.0
1711,3.0
1955,3.0
1958,5.0
2739,3.0
2993,4.0
3267,3.0
3361,5.0
3984,4.0
1,3.0
150,4.0
1682,3.5
1704,4.0
2959,5.0
3793,4.0
4014,3.5
4022,4.5
4226,4.5
4246,3.0
4306,2.5
4886,3.0
4896,4.0
4973,5.0
4993,4.0
5952,4.0
6377,4.5
6539,3.5
7153,4.0
7451,4.5
39183,4.0
40815,4.5
45447,4.0
1298,5.0
1372,4.5
1375,4.5
1499,2.5
1690,4.5
1882,3.0
1994,4.0
2002,5.0
2083,3.5
2367,5.0
2402,5.0
2411,5.0
3034,3.5
3354,3.0
3785,5.0
934,4.5
1022,4.0
1357,5.0
1416,2.0
1801,3.5
2002,4.0
2338,0.5
2411,3.0
2420,3.5
2427,4.0
2641,3.5
2724,3.5
3178,4.0
3697,3.5
3703,3.0
276,3.0
1015,4.0
1515,3.0
1537,5.0
1760,2.5
1952,2.5
2390,4.0
2431,3.5
2485,3.5
2581,3.0
2908,4.0
3156,3.5
3247,4.0
4378,3.0
6503,3.5
296,1.0
318,4.0
353,4.0
356,4.0
527,1.0
590,3.5
593,2.0
1247,1.5
1620,4.0
1644,3.5
1760,2.0
1974,0.5
2432,4.5
2496,3.0
2858,5.0
2959,5.0
3157,2.5
3785,1.5
3980,4.5
4054,4.0
4128,3.5
4306,3.0
4351,4.5
4974,3.5
6385,3.5
7254,5.0
7361,4.0
30707,4.5
30749,2.5
44191,3.5
25,4.0
