movie,ratings
342,2.0
1639,1.0
2302,4.0
60,2.5
531,3.5
1022,0.5
1405,4.0
1562,3.5
1717,4.0
1722,4.5
2054,2.5
2717,4.5
2719,4.5
2991,5.0
3005,5.0
4148,5.0
4369,5.0
4447,4.0
4886,1.0
6365,2.0
567,4.0
1193,5.0
2054,3.0
2122,4.0
2268,2.0
3730,3.0
10,3.0
34,3.0
110,4.0
141,5.0
150,3.0
153,5.0
165,4.0
185,3.0
208,3.0
231,1.0
253,4.0
288,4.0
292,3.0
296,5.0
300,4.0
316,3.0
318,5.0
329,3.0
339,3.0
344,4.0
349,3.0
356,4.0
380,3.0
410,3.0
434,3.0
454,3.0
457,4.0
480,3.0
588,3.0
590,3.0
592,4.0
593,3.0
595,2.0
648,3.0
780,5.0
786,3.0
34,5.0
47,4.0
110,5.0
165,4.0
185,3.0
225,3.0
253,3.0
288,1.0
292,3.0
296,4.0
300,4.0
316,2.0
318,5.0
339,3.0
380,4.0
434,3.0
457,4.0
593,4.0
60,4.0
88,3.5
216,5.0
362,4.0
441,5.0
524,4.0
531,3.5
837,5.0
1513,3.0
2485,3.0
2722,2.5
2881,4.5
3608,2.5
3988,4.5
4361,3.0
3,3.0
5,3.0
7,3.0
62,3.0
140,3.0
376,4.0
467,1.0
648,3.0
661,2.0
736,4.0
780,4.0
783,3.0
784,1.0
788,3.0
802,3.0
805,4.0
818,2.0
852,5.0
858,5.0
1073,3.0
1105,1.0
1393,3.0
1405,1.0
1518,3.0
169,0.5
616,4.0
901,5.0
902,5.0
1223,4.0
1911,1.5
2014,2.5
2059,4.5
2065,3.0
2125,2.0
2137,2.5
2294,3.0
2384,3.0
2959,5.0
2991,4.0
3639,4.0
3984,4.0
4014,4.5
4232,2.0
4973,5.0
6893,3.0
7361,4.5
497,1.0
594,3.0
1258,3.5
1517,4.0
1641,4.0
1968,4.0
2174,5.0
2355,2.5
2599,2.0
2683,3.0
2269,4.0
2409,2.5
2410,2.5
2432,5.0
3705,4.0
4670,2.5
4864,5.0
785,3.0
1103,3.0
1342,2.5
1483,3.0
1729,3.0
2076,4.0
2707,3.0
2857,3.0
3444,2.0
3703,3.0
3788,3.0
4378,4.0
4642,2.5
4678,2.0
8950,4.0
10,3.0
47,4.0
105,3.0
150,2.0
153,2.0
165,3.0
185,3.0
225,3.0
253,3.0
292,3.0
296,3.0
329,3.0
339,3.0
356,3.0
364,2.0
367,2.0
377,3.0
380,3.0
410,3.0
434,3.0
454,3.0
457,3.0
480,4.0
