movie,ratings
2366,2.0
4006,4.0
5941,3.5
8807,3.5
44974,4.0
4878,5.0
5903,4.0
44191,4.5
267,2.0
296,3.5
419,2.0
765,3.0
986,3.0
1013,3.5
1033,4.0
1588,3.5
2136,2.0
2141,3.0
2431,3.5
2718,3.5
2995,3.0
3159,3.5
3791,4.0
4019,4.0
4023,2.5
900,3.0
1094,3.0
1610,3.0
2628,4.0
2969,5.0
3061,4.0
3179,3.0
10,4.0
110,3.0
153,3.0
161,3.0
165,3.0
292,3.0
329,3.0
344,2.0
349,3.0
356,3.0
380,3.0
457,4.0
592,3.0
1894,3.5
3740,3.0
1784,4.0
1835,3.0
1894,3.0
1917,5.0
24,2.0
44,1.0
145,2.5
198,3.5
315,2.5
475,4.5
543,3.5
661,3.0
1060,3.5
1215,2.5
1267,3.0
1376,1.5
1729,3.0
1953,3.5
2006,2.0
2278,3.0
3265,3.0
7742,4.0
1835,3.0
1837,3.0
1862,2.0
1866,1.0
1867,1.0
1873,4.0
1876,3.0
1882,5.0
1888,3.0
1894,3.0
1907,3.0
1909,2.0
1911,2.0
1917,4.0
1918,2.0
6474,3.0
19,2.5
368,2.0
497,4.0
1183,2.0
1206,4.5
1234,3.5
1246,4.0
1527,3.0
1784,3.5
1917,2.5
2011,2.0
2291,2.5
2706,3.0
2959,4.5
3578,4.0
3996,2.5
44,3.0
261,3.0
345,3.0
471,3.0
585,3.0
785,3.5
852,2.5
1275,3.0
1339,3.0
1375,3.0
1597,3.0
1747,3.0
2278,3.0
3255,3.0
3911,3.0
260,3.0
261,4.5
661,1.5
673,2.5
899,4.5
905,1.5
912,1.5
953,3.5
969,2.5
1013,4.0
1042,3.5
1196,3.0
1197,3.5
1203,2.5
1250,0.5
1269,2.0
1282,2.0
1441,4.0
1955,2.5
2005,3.0
2746,0.5
2762,3.5
2950,3.0
4023,4.0
4993,3.0
5952,2.5
7153,2.5
50,4.5
145,3.0
261,4.0
318,5.0
673,1.5
899,3.5
913,3.5
914,4.0
1242,3.5
1285,3.0
1569,2.0
1722,3.0
1909,3.0
2294,3.5
2470,2.0
2770,1.0
3101,2.5
19,2.5
172,2.5
252,3.5
368,3.0
442,2.5
471,3.5
661,3.0
920,0.5
1183,1.5
1199,3.5
1358,4.0
2174,3.0
2355,3.5
2712,1.0
3408,3.5
6709,3.0
6753,3.5
6942,4.0
3409,3.5
7155,4.5
8866,4.0
26614,3.5
110,5.0
724,3.0
818,2.0
2926,2.0
3160,2.0
3173,3.0
3177,4.0
3273,2.0
3285,5.0
3301,5.0
3316,2.0
3355,4.0
3408,5.0
3452,3.0
3453,3.0
3481,1.0
3484,3.0
3509,1.0
3513,2.0
3515,3.0
3534,3.0
3554,5.0
3578,4.0
3594,5.0
3617,4.0
3744,4.0
3753,3.0
3755,3.0
3793,4.0
3798,4.0
3825,2.0
3863,4.0
3893,1.0
3897,4.0
3967,4.0
3969,4.0
3977,4.0
6,5.0
7,3.0
9,3.0
25,2.0
66,3.0
79,3.0
95,3.0
141,3.0
628,3.0
648,4.0
662,4.0
733,3.0
736,5.0
737,3.0
780,4.0
788,3.0
832,4.0
1061,2.0
110,5.0
327,3.0
914,4.5
1261,0.5
1321,3.0
1562,3.5
1644,3.5
2002,4.0
2064,1.5
2421,5.0
2707,5.0
2968,3.5
3363,2.0
3386,3.5
5481,5.0
6807,2.0
33380,1.0
39524,3.0
23,3.5
379,3.0
1566,2.0
1589,4.0
1717,2.0
2402,3.0
2948,3.5
3257,3.0
3827,2.5
4018,4.0
356,5.0
780,2.0
1270,4.0
1810,3.0
2112,4.0
2469,4.0
3101,3.0
3120,2.0
110,3.0
111,4.0
597,3.0
902,3.0
1961,4.0
2764,3.0
169,2.0
262,3.0
968,3.0
1025,3.0
1327,4.0
2094,3.0
2139,3.0
2414,3.0
2513,3.5
2719,3.0
123,4.0
327,2.0
912,2.5
1103,2.0
3969,3.5
8533,4.5
8957,3.0
8981,3.5
39183,4.0
1344,4.0
1378,3.5
1620,3.5
2013,4.0
2428,2.5
2688,3.0
2719,2.0
2840,3.5
2841,3.0
319,5.0
719,1.0
720,3.5
745,4.5
1186,3.0
1188,3.0
1223,4.0
1321,3.5
1357,4.0
1590,3.0
1957,3.5
1958,4.0
2020,2.5
2405,1.0
2871,3.0
3107,2.0
5747,4.5
19,4.0
104,3.0
158,2.5
653,2.5
708,2.0
1101,3.0
1552,4.0
1610,3.5
2012,2.0
3114,2.5
3623,4.0
3793,1.5
4306,4.0
4886,4.0
5952,3.0
1,0.5
110,5.0
260,4.0
