movie,ratings
1,4.0
3,3.0
5,4.0
6,5.0
7,3.0
17,3.0
25,2.0
32,3.0
62,3.0
95,4.0
104,3.0
112,3.0
141,3.0
376,4.0
494,4.0
608,2.0
648,3.0
653,2.0
733,5.0
736,3.0
780,4.0
786,3.0
5,2.0
7,2.0
17,2.0
25,2.0
32,3.0
40,2.0
41,5.0
43,2.0
52,3.0
58,4.0
79,2.0
100,3.0
111,5.0
318,3.0
345,5.0
376,3.0
527,4.0
628,3.0
637,1.0
648,2.0
650,3.0
707,2.0
728,4.0
782,3.0
800,5.0
830,3.0
858,5.0
1193,5.0
1203,4.0
1207,5.0
1384,4.0
1,5.0
3,4.0
62,3.0
79,3.0
95,5.0
141,3.0
260,5.0
376,3.0
648,4.0
661,3.0
733,5.0
736,5.0
780,4.0
805,4.0
1073,3.0
1210,4.0
1356,3.0
20,3.0
273,3.0
720,5.0
1126,4.0
1275,4.0
1722,2.0
1876,4.0
1920,3.5
1994,2.5
2005,1.0
2995,4.5
3157,3.5
3624,4.5
3697,3.0
1,5.0
9,3.0
32,3.0
95,5.0
141,4.0
260,4.0
376,5.0
494,5.0
628,5.0
648,3.0
733,4.0
736,4.0
780,5.0
783,3.0
786,4.0
805,4.0
832,5.0
858,5.0
1073,5.0
1210,3.0
1356,4.0
11,4.0
34,3.0
170,3.0
597,5.0
910,3.0
915,4.0
1197,3.0
1210,5.0
1234,4.0
1270,3.0
1425,5.0
1784,4.0
1923,3.0
2136,3.0
2265,4.0
2324,5.0
2918,5.0
3421,4.0
3439,2.0
3552,3.0
3,2.0
58,5.0
151,4.0
235,2.5
432,3.0
497,4.5
908,4.5
923,5.0
1080,4.5
1208,4.5
1219,5.0
1230,5.0
1258,4.5
1304,4.0
1917,3.0
14,2.0
25,3.0
36,4.0
62,4.0
81,3.0
86,4.0
95,5.0
100,2.0
628,4.0
635,2.0
647,3.0
726,4.0
799,3.0
802,4.0
805,5.0
852,3.0
998,5.0
1006,4.0
1043,1.0
1047,4.0
1049,3.0
1060,3.0
1061,5.0
1114,2.0
1120,3.0
1393,5.0
1398,4.0
1399,3.0
1407,4.0
1414,2.0
1422,4.0
1438,4.0
1453,2.0
1459,4.0
1474,3.0
1479,5.0
1485,3.0
1488,2.0
1586,3.0
1593,4.0
1597,3.0
1621,3.0
1639,4.0
1644,4.0
1661,1.0
1672,4.0
1704,5.0
1717,4.0
1721,5.0
151,2.0
293,4.0
315,1.0
442,3.5
750,5.0
923,3.5
924,3.0
1080,5.0
1206,3.0
1230,5.0
1234,4.0
1246,2.5
1247,4.5
1304,4.0
1307,3.5
1527,4.0
2571,5.0
7153,4.5
7371,4.0
1,5.0
5,4.0
7,3.0
32,5.0
74,5.0
95,4.0
141,3.0
376,2.0
494,3.0
628,4.0
639,2.0
719,4.0
733,4.0
736,4.0
762,4.0
780,3.0
783,5.0
832,5.0
1073,3.0
1359,4.0
1367,5.0
1,5.0
5,1.0
9,3.0
25,5.0
32,3.0
62,1.0
95,3.0
104,3.0
112,4.0
141,3.0
376,3.0
494,3.0
637,3.0
648,4.0
653,3.0
708,3.0
733,5.0
736,4.0
737,3.0
780,5.0
786,3.0
788,4.0
1073,4.0
1,4.0
3,4.0
6,4.0
9,3.0
32,3.0
36,3.0
52,3.0
100,2.0
318,5.0
376,3.0
494,4.0
628,3.0
640,1.0
648,3.0
661,3.0
719,3.0
733,5.0
736,3.0
743,3.0
761,2.0
762,3.0
780,4.0
786,3.0
788,3.0
832,5.0
852,2.0
2,2.0
262,4.0
468,4.0
595,4.0
1196,3.0
1210,3.0
1940,5.0
1961,4.0
2324,5.0
2396,5.0
2506,4.0
2671,3.0
2683,2.0
1230,4.0
1250,5.0
1466,4.0
1721,4.0
1958,3.0
3072,3.0
3249,4.0
3360,4.0
4007,4.0
4009,4.0
1,5.0
6,4.0
25,4.0
32,4.0
36,4.0
76,3.0
81,3.0
95,3.0
112,3.0
376,3.0
494,3.0
608,4.0
648,3.0
704,2.0
707,3.0
733,5.0
736,4.0
748,3.0
780,4.0
784,3.0
786,3.0
788,4.0
799,3.0
805,4.0
832,4.0
852,4.0
