movie,ratings
3,3.0
5,3.0
7,3.0
17,4.0
25,3.0
26,3.0
32,2.0
36,4.0
40,4.0
62,2.0
78,3.0
79,5.0
86,3.0
92,4.0
116,5.0
135,3.0
140,5.0
141,2.0
260,3.0
376,5.0
613,4.0
628,4.0
647,4.0
650,3.0
694,3.0
704,3.0
711,3.0
733,2.0
736,3.0
762,3.0
765,2.0
780,2.0
783,3.0
784,2.0
788,3.0
805,5.0
808,4.0
818,2.0
837,2.0
852,4.0
1006,5.0
1059,3.0
1183,5.0
1210,2.0
1411,4.0
1416,4.0
1438,2.0
203,2.0
261,0.5
319,0.5
671,2.5
785,4.0
837,3.5
1185,5.0
1409,5.0
2872,5.0
3104,5.0
3113,4.0
3396,2.0
3424,5.0
4979,5.0
5013,0.5
253,4.0
345,3.0
783,3.0
1285,2.5
1408,4.0
1674,2.5
1722,3.0
2001,3.5
2003,3.0
2081,3.0
2353,3.5
2617,3.0
2633,3.0
2770,4.0
3101,3.5
3273,3.0
3623,3.5
3753,3.0
3785,3.0
3826,3.0
3908,3.5
3932,3.0
3977,3.0
4034,3.0
4148,4.0
4720,4.0
4725,4.0
4744,4.0
4865,4.0
5445,3.0
5952,3.0
6040,5.0
6058,4.0
6220,2.5
6250,4.0
6290,2.5
6379,4.0
6502,3.5
6695,3.5
6707,4.0
6754,4.0
6880,3.0
6888,2.5
6958,4.0
7347,4.5
7360,3.5
7373,3.0
7449,4.5
8810,4.0
8815,4.0
393,3.0
839,3.5
1020,4.0
1037,3.5
1126,3.5
2042,3.5
2136,4.0
2382,4.0
2383,4.0
2633,4.0
2792,4.0
2808,3.5
2871,3.0
8810,4.0
8907,4.0
780,5.0
1097,5.0
1136,4.0
1221,5.0
2410,3.0
2918,4.0
2942,3.0
3428,3.0
5550,4.0
16,3.5
19,1.0
236,3.0
266,3.5
350,3.0
368,3.0
508,4.0
509,3.0
1079,4.5
1080,5.0
1183,4.5
1206,3.5
1304,3.5
1307,2.5
1407,2.0
1717,1.0
1917,2.0
2174,2.0
2291,3.0
3578,4.5
5812,4.0
6482,0.5
7153,5.0
7162,4.5
1027,3.0
2412,2.0
2641,3.0
2872,4.0
3703,3.5
3978,3.5
4207,2.5
4214,4.0
4254,3.0
4396,3.0
5040,2.5
5316,3.0
6645,4.0
6664,4.0
8622,2.0
3,3.0
5,3.0
7,4.0
9,3.0
14,3.0
26,3.0
29,3.0
30,3.0
36,4.0
40,3.0
41,3.0
52,3.0
61,3.0
74,4.0
79,4.0
81,3.0
82,3.0
86,3.0
94,3.0
95,3.0
100,4.0
107,3.0
112,3.0
116,3.0
135,4.0
140,4.0
141,3.0
156,3.0
260,5.0
376,4.0
494,3.0
562,3.0
581,3.0
608,5.0
613,3.0
628,3.0
635,3.0
647,3.0
648,3.0
653,2.0
661,3.0
671,2.0
673,3.0
708,3.0
719,4.0
728,3.0
736,3.0
745,3.0
748,3.0
778,3.0
277,1.0
519,4.5
743,5.0
1267,3.0
1947,1.5
2124,4.0
2300,2.0
2427,4.0
2471,3.0
2717,3.5
2872,4.0
2948,4.5
3703,4.0
4016,2.0
4643,3.5
1,4.0
260,3.5
318,0.5
356,2.0
527,1.5
593,2.0
1198,4.0
1704,2.0
1907,1.0
2028,1.5
2355,5.0
2571,4.0
2959,3.0
3578,2.0
4306,5.0
4369,5.0
4886,5.0
4896,4.0
4993,5.0
5219,4.5
5816,4.0
5903,4.0
5952,5.0
6534,4.5
6548,4.0
7153,4.5
7254,3.5
7445,4.0
8368,4.0
8529,4.0
8972,5.0
8984,5.0
33004,3.5
33679,5.0
34162,2.0
36519,3.0
42738,4.5
44199,3.0
44665,1.0
44,1.0
70,1.5
162,4.5
